condid,state,site_baseage,siteclass,site_species,forest_type,siteindex_orig,stand_age,BA,QMD,TPA,total_cubic_net,total_cubic_gross,sawlog_cubic_net,sawlog_cubic_gross,boardfoot_net,boardfoot_gross
22961793010497,Washington,100,4,202,201,104,125,87.86,3.905511811,163.48,2561.86,2956.81,1273.97,1273.97,7211.46,7211.46
22961838010497,Washington,100,3,202,201,146,200,165.37,9.885826772,48.05,4398.87,4712.71,4288.46,4486.18,29283.77,30533.1
22961839010497,Washington,100,3,202,201,146,60,251.67,4.779527559,312.93,2222.26,2222.26,1998.06,1998.06,12319.52,12319.52
22961840010497,Washington,100,5,202,201,83,95,115.04,4.842519685,139.41,3174.17,3186.11,2670.99,2670.99,15234.29,15234.29
22961631010497,Washington,100,3,202,201,127,250,212.85,8.590551181,81.9,7176.92,8876.71,5732.97,5837.64,38762.96,39470.84
22961611010497,Washington,100,3,202,201,151,70,80.11,5.818897638,67.19,2754.34,2843.35,2439.85,2439.85,15215.97,15215.97
22961608010497,Washington,100,3,202,201,150,300,303,9.224409449,101.19,13155.08,15336.5,12377.81,14333.97,88308.65,102404.93
22961616010497,Washington,100,3,202,201,153,50,114.94,4.496062992,161.46,2959.49,3018.6,2501.2,2557.05,15517.89,15834.58
22961715010497,Washington,100,4,202,201,96,18,49.53,2.905511811,166.66,563.81,564.28,85.49,85.88,407.24,409.02
22961716010497,Washington,100,4,202,201,96,100,361.66,7.866141732,166.08,2407.82,2459.65,2357.94,2409.4,14899.5,15242.66
22961747010497,Washington,100,3,202,201,143,70,316.83,8.062992126,138.36,14768.27,16814.23,13488.36,13578.93,91214.63,91817.08
22961712010497,Washington,100,3,202,201,136,50,197.35,6.720472441,124.12,8068.2,8068.35,7905.28,7905.28,50799.18,50799.18
22961741010497,Washington,100,3,202,201,130,17,111.4,3.417322835,270.81,764.6,764.6,35.91,35.91,166.97,166.97
22961748010497,Washington,100,3,202,201,125,20,182.75,3.303149606,475.24,2305.87,2308.07,1104.41,1104.41,5759.49,5759.49
22961750010497,Washington,100,3,202,201,125,45,265.62,4.519685039,369.2,1584.96,1801.72,1372.59,1553.59,8366.09,9386.4
22961717010497,Washington,100,4,202,201,97,40,217.27,4.881889764,258.77,7270.75,7272.71,6361.83,6361.83,38238.32,38238.32
22961730010497,Washington,100,3,202,201,130,27,118.25,4.051181102,204.61,3480.73,3485.23,2330.97,2332.87,13008.27,13017.95
22961759010497,Washington,100,4,202,201,101,22,96.74,3.94488189,176.4,143.12,152.69,58.22,58.22,290.67,290.67
22961718010497,Washington,100,3,202,201,142,32,157.67,5.283464567,160.48,3795.16,3814.51,3471.61,3484.13,20617.88,20693.43
22961745010497,Washington,100,4,202,201,98,90,206.56,7.933070866,93.24,8261.04,8668.04,7928.4,8264.91,53809.94,55953.71
22961764010497,Washington,100,4,202,201,102,15,90.64,3.059055118,274.76,744.82,1192.83,38.12,38.12,178.81,178.81
22961742010497,Washington,100,4,202,201,115,27,134.07,3.929133858,246.73,2884.54,2895.35,2151.23,2151.8,11314.35,11317.02
22961736010497,Washington,100,4,202,201,116,35,220.85,3.854330709,421.68,1377.2,1379.33,902.99,904.86,5296.67,5307.07
22961828010497,Washington,100,4,202,201,124,45,168.51,6.803149606,103.35,2711.34,3267.33,2298.6,2328.96,14868.53,15061.77
22961916010497,Washington,100,5,202,201,88,67,108.19,4.929133858,126.37,3880.6,3918.19,3147.72,3147.72,18594.37,18594.37
22961871010497,Washington,100,4,202,201,112,43,155.99,4.586614173,210.63,3976.23,4048.76,3383.93,3454.54,19791.64,20200.14
22961820010497,Washington,100,3,202,201,129,90,331.77,7.917322835,150.4,16871.75,17071.97,15628.74,15737.71,107126.95,107887.33
22962106010497,Washington,100,5,202,201,69,57,67.62,4.098425197,114.34,1257.03,1269.8,608.96,621.5,3171.72,3233.97
22962255010497,Washington,100,5,202,201,48,4,38.5,7.208661417,21.05,6764.07,7019.21,940.96,976.68,5541.56,5742.78
22962274010497,Washington,100,4,202,201,118,30,33.21,3.795275591,65.52,363.86,363.86,213.49,213.49,1082.09,1082.09
22962124010497,Washington,100,4,202,201,96,60,66.34,3.862204724,126.37,1455.38,1625.99,928.56,937.34,4909.35,4943.97
22962109010497,Washington,100,5,202,201,71,120,234.87,8.318897638,96.43,1069.33,1140.02,1058.07,1128.26,6124.93,6556.34
22962264010497,Washington,100,4,202,201,110,80,86.8,4.488188976,122.35,2106.87,2122.82,1834.76,1847.1,10579.71,10646.16
22962184010497,Washington,100,5,202,201,70,115,183.35,5.267716535,187.55,4194.85,4321.42,3807.16,3920.65,21610.46,22216.83
22962191010497,Washington,100,5,202,201,39,190,74.79,4.066929134,128.37,2081.53,2092.93,1165.33,1168.5,6435.65,6451.97
22962198010497,Washington,100,5,202,201,77,65,32.87,4.149606299,54.16,574.65,581.38,490.75,490.75,2574.5,2574.5
22962250010497,Washington,100,4,202,201,103,35,58.38,4.437007874,84.25,697.98,697.98,503.71,503.71,2556.02,2556.02
22962171010497,Washington,100,4,202,201,105,10,22.34,9.511811024,7.01,625.11,779.31,393.41,393.41,2413.5,2413.5
22962141010497,Washington,100,4,202,201,106,70,105.74,4.893700787,125.35,2644.81,2801.48,2269.8,2402.71,13397.57,14145.57
22962222010497,Washington,100,5,202,201,93,70,151.67,3.972440945,272.81,2836.55,2911.09,1953.72,1995.48,10960.19,11226.75
22962152010497,Washington,100,4,202,201,109,86,100.68,5.598425197,91.26,2313.58,2360.38,2167.56,2201.3,12364.75,12524.11
22961721010497,Washington,100,4,202,201,121,17,71.84,2.712598425,276.83,2087.08,2433.58,101.8,101.8,559.18,559.18
22961746010497,Washington,100,4,202,201,124,17,78.39,2.547244094,343.02,1001.19,1004.67,32.42,33.77,149.37,155.6
22961740010497,Washington,100,3,202,201,132,56,334.17,8.468503937,132.35,14836.28,15065.09,14497.47,14529.75,97180.22,97394.38
22962156010497,Washington,100,3,202,201,128,74,94.09,6.082677165,72.21,788.96,788.96,726.62,726.62,4483.37,4483.37
22962092010497,Washington,100,4,202,201,118,96,55.81,4.169291339,91.21,1659.99,2019.34,1107.52,1141.65,6581.44,6762.16
22962253010497,Washington,100,4,202,201,112,60,296.54,3.909448819,550.63,6951.62,7381.7,4430.3,4691.99,25773.45,27465.3
22962200010497,Washington,100,4,202,201,99,81,103.99,5.149606299,111.27,2899.01,2910.56,2698.95,2710.33,16289.25,16354.51
22961808010497,Washington,100,3,202,201,129,82,220.54,7.826771654,102.23,9948.81,9962.91,9377.19,9382.05,65120.24,65154.1
22961813010497,Washington,100,4,202,201,97,52,157.54,4.61023622,210.63,4846.45,4902.43,3899.29,3919.42,23569.24,23673.28
22961798010497,Washington,100,5,202,201,52,70,183.89,3.673228346,387.15,5051.65,5109.42,1650.66,1699.73,9816.58,10146.47
22962203010497,Washington,100,5,202,201,85,95,232.65,5.779527559,197.91,7383.49,7383.49,6704.97,6704.97,42349.94,42349.94
22962158010497,Washington,100,5,202,201,84,90,57.19,12.51968504,10.36,398.04,398.04,395.25,395.25,2623.37,2623.37
22962181010497,Washington,100,3,202,201,126,20,108.21,3.405511811,264.79,987.78,1006.16,644.17,644.17,3260.91,3260.91
22962113010497,Washington,100,3,202,201,135,55,163.7,6.114173228,124.35,6418.14,6998.25,5875.3,6098.4,37911.89,39401.22
22962165010497,Washington,100,3,202,201,130,15,67.78,3.181102362,190.21,448.9,454.8,58.71,58.71,254.6,254.6
22962094010497,Washington,100,4,202,201,124,27,100.31,3.625984252,216.64,2458.15,4684.26,1263.44,1263.44,7220.68,7220.68
22962104010497,Washington,100,5,202,201,69,165,415.18,5.519685039,387.15,15358.85,16090.61,13259.51,13262.36,81957.64,81972.76
22961597010497,Washington,100,5,202,201,90,150,302.82,8.421259843,121.29,13031.65,13510.83,12276.99,12276.99,83918.76,83918.76
22961648010497,Washington,100,4,202,201,116,102,266.27,5.909448819,216.64,13261.27,14933.74,11615.26,11647.81,77756.18,77936.13
22961601010497,Washington,100,5,202,201,84,65,237.85,6.244094488,173.22,7326.67,8780.19,6416.7,6416.7,39475.17,39475.17
22961627010497,Washington,100,5,202,201,57,13,40.1,4.263779528,62.65,662.98,662.98,529.17,529.17,3000.73,3000.73
22961628010497,Washington,100,5,202,201,57,100,280.96,4.496062992,394.42,1079.76,1164.48,791.58,857.5,4543.47,4973.44
22961625010497,Washington,100,5,202,201,71,110,346.09,4.503937008,484.7,11851.49,13663.34,9056.36,9056.36,53878.11,53878.11
22961688010497,Washington,100,5,202,201,92,55,174.42,5.452755906,166.48,5693.74,7548.88,4987.17,5036.35,30834.5,31159.85
22961596010497,Washington,100,4,202,201,114,62,139.34,6.188976378,103.3,5469.63,8114.26,4346.5,4356.58,28197.04,28260.97
22961682010497,Washington,100,5,202,201,55,80,270.15,4.173228346,440.31,8232.31,8430.9,6153.02,6223.39,36523.22,36958.83
22962097010497,Washington,100,4,202,201,115,68,370.81,4.87007874,443.76,5771.39,5873.02,5002.9,5002.9,31785.15,31785.15
22962096010497,Washington,100,4,202,201,115,77,221.07,5.771653543,188.55,10082.41,12730.77,7720.39,7720.39,49823.59,49823.59
22962066010497,Washington,100,3,202,201,125,40,274.2,5.133858268,295.58,7089.68,7588.63,5958.23,6404,35967.34,38701.06
22962031010497,Washington,100,4,202,201,120,95,68.97,6.027559055,53.93,1646.01,1661.66,1558.31,1558.31,10224.76,10224.76
22961998010497,Washington,100,3,202,201,134,85,91.6,4.929133858,107.08,2104.02,2375.94,1821.86,2084.19,11410.24,12999.39
22961996010497,Washington,100,3,202,201,137,60,91.56,5.578740157,83.56,2283.65,2283.65,1993.85,1993.85,12707.48,12707.48
22962277010497,Washington,100,4,202,201,116,70,161.04,4.204724409,258.77,3146.53,3186.33,1961.91,1961.91,11140.09,11140.09
22962144010497,Washington,100,4,202,201,97,91,69.68,3.779527559,138.41,1270.29,1372.4,874.14,896.6,4546.89,4659.17
22962084010497,Washington,100,3,202,201,133,54,134.71,5.350393701,133.55,3253.3,3263.2,2989.81,2996.26,17954.88,17989.09
22962199010497,Washington,100,4,202,201,118,88,28.09,4.027559055,49.14,463.03,622.82,166.23,166.23,983.45,983.45
22962174010497,Washington,100,4,202,201,111,101,50.58,8.464566929,20.05,1617.64,1617.64,1603.28,1603.28,10053.28,10053.28
22962029010497,Washington,100,3,202,201,135,65,198.11,4.61023622,264.79,5628.27,5675.63,4675.02,4675.02,27631.16,27631.16
22962102010497,Washington,100,4,202,201,111,91,68.45,3.921259843,126.37,1314.64,1372.72,871.78,871.78,4684.2,4684.2
22962242010497,Washington,100,5,202,201,87,100,67.52,3.641732283,144.43,1125.63,1286.63,756.5,864.23,3990.58,4568.89
22962266010497,Washington,100,5,202,201,87,6,31.02,6.984251969,18.05,837.63,846.09,827.52,835.78,4870.94,4916.56
22962076010497,Washington,100,4,202,201,106,67,58.75,5.263779528,60.18,931.9,1022.64,812.87,845.36,4506.96,4675.29
22961781010497,Washington,100,3,202,201,135,22,183.77,3.44488189,439.31,3926.53,3937.75,1973.94,1982.25,10356.26,10399.36
22961763010497,Washington,100,3,202,201,139,35,217.54,5.818897638,182.53,8782.32,9190.77,8115.99,8129.88,52240.3,52323.66
22961774010497,Washington,100,4,202,201,124,32,190.26,4.602362205,255.07,5297.3,5355.67,4416.68,4425.11,25465.85,25514.08
22962210010497,Washington,100,4,202,201,101,70,98.49,4.665354331,128.38,2273.97,2282.37,1780.94,1780.94,11132.99,11132.99
22962218010497,Washington,100,3,202,201,136,75,244.3,6.523622047,163.12,4600.56,4681.36,4231.33,4311.57,29127.62,29690.6
22962206010497,Washington,100,4,202,201,116,92,302.96,7.334645669,160,9462.77,9644.75,8932.28,9112.49,58641.52,59733.69
22962236010497,Washington,100,4,202,201,95,75,51.75,4.334645669,78.23,2882.11,2886.85,1142.78,1142.78,6859.81,6859.81
22962254010497,Washington,100,3,202,201,136,25,138.02,4.31496063,210.63,3329.19,3431.63,2700.31,2800.84,14987.48,15536.87
22962268010497,Washington,100,5,202,201,72,100,101.97,5.862204724,84.25,3173.58,3173.58,3014.49,3014.49,18679.77,18679.77
22961779010497,Washington,100,5,202,201,88,200,146.52,5.669291339,129.43,7549.85,7993.16,4373.66,4373.66,28463.23,28463.23
30194887010497,Washington,100,5,202,201,91,127,97.17,6.18503937,72.13,2140.28,2292.74,1378.85,1378.85,8785.16,8785.16
30194862010497,Washington,100,5,202,201,84,101,163.31,4.909448819,192.55,4968.66,5106.08,3842.56,3842.56,23305.57,23305.57
30194605010497,Washington,100,4,202,201,115,33,99.04,5.405511811,96.28,1550.49,1718.5,678.36,783.62,4116.43,4684.99
30194625010497,Washington,100,4,202,201,114,75,90.88,4.881889764,108.32,2402.49,2402.49,2223.33,2223.33,13229.97,13229.97
30194753010497,Washington,100,5,202,201,89,92,54.04,8.161417323,23.05,1085.93,1085.93,1045.76,1045.76,6022.76,6022.76
30194749010497,Washington,100,4,202,201,109,80,169.89,4.181102362,275.8,3998.97,4189.74,2957.24,2975.98,17197.98,17303.73
30194687010497,Washington,100,4,202,201,112,77,158.74,6.200787402,117.29,4977.29,5497.51,3986.5,4382.33,24807.68,27344.46
30194764010497,Washington,100,4,202,201,103,80,146.82,4.161417323,240.69,3627.69,4220,2883.41,2969.1,16690.28,17207.4
30194672010497,Washington,100,4,202,201,99,84,133.23,6.094488189,101.9,2336.6,2336.6,2254.46,2254.46,12901.11,12901.11
